loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_cer,eval_wer,eval_chrf,eval_exact_match,eval_word_accuracy,eval_punct_precision,eval_punct_recall,eval_punct_f1,eval_punct_accuracy,eval_capitalization_accuracy,eval_capitalization_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
1.4192715454101563,2.215343475341797,3.8363249163370856e-05,3.1793203181489513,2200,,,,,,,,,,,,,,,,,,,,
1.404730224609375,2.811901569366455,3.6842105263157895e-05,3.2516268980477223,2250,,,,,,,,,,,,,,,,,,,,
1.3593106079101562,2.8062920570373535,3.532096136294494e-05,3.3239334779464933,2300,,,,,,,,,,,,,,,,,,,,
1.3841848754882813,3.233578681945801,3.379981746273197e-05,3.396240057845264,2350,,,,,,,,,,,,,,,,,,,,
1.3424220275878906,2.647566080093384,3.227867356251902e-05,3.468546637744035,2400,,,,,,,,,,,,,,,,,,,,
1.2861824035644531,1.868830919265747,3.075752966230606e-05,3.5408532176428054,2450,,,,,,,,,,,,,,,,,,,,
1.327295684814453,3.205522298812866,2.9236385762093092e-05,3.6131597975415763,2500,,,,,,,,,,,,,,,,,,,,
1.3238705444335936,2.8541295528411865,2.7715241861880138e-05,3.6854663774403473,2550,,,,,,,,,,,,,,,,,,,,
1.3170243835449218,2.706348419189453,2.6194097961667173e-05,3.757772957339118,2600,,,,,,,,,,,,,,,,,,,,
1.2883218383789063,2.9180877208709717,2.4672954061454216e-05,3.8300795372378884,2650,,,,,,,,,,,,,,,,,,,,
1.3081085205078125,2.4640774726867676,2.3151810161241254e-05,3.9023861171366594,2700,,,,,,,,,,,,,,,,,,,,
1.31770263671875,2.663715124130249,2.1630666261028297e-05,3.9746926970354304,2750,,,,,,,,,,,,,,,,,,,,
,,,4.0,2768,0.5430177450180054,0.07529516596123859,0.24026868037882265,80.41077751837089,0.1294287780187997,0.6162541254125412,0.7496204631368312,0.35746088520744873,0.44895765674414595,0.5719745222929936,0.9742544256560952,0.7162707306140744,80.4966,17.181,2.149,,,,,
1.2648409271240235,2.444118022918701,2.0109522360815332e-05,4.046276211135213,2800,,,,,,,,,,,,,,,,,,,,
1.273426513671875,3.978140115737915,1.8588378460602374e-05,4.118582791033984,2850,,,,,,,,,,,,,,,,,,,,
1.3003489685058593,2.148759365081787,1.7067234560389413e-05,4.190889370932755,2900,,,,,,,,,,,,,,,,,,,,
1.342341766357422,2.321380853652954,1.5546090660176455e-05,4.263195950831526,2950,,,,,,,,,,,,,,,,,,,,
1.2278191375732421,3.034071445465088,1.4024946759963492e-05,4.335502530730296,3000,,,,,,,,,,,,,,,,,,,,
1.2608985900878906,2.740077495574951,1.2503802859750533e-05,4.407809110629067,3050,,,,,,,,,,,,,,,,,,,,
1.2374385070800782,2.5624773502349854,1.0982658959537573e-05,4.480115690527838,3100,,,,,,,,,,,,,,,,,,,,
1.2679338073730468,2.1518311500549316,9.461515059324614e-06,4.552422270426609,3150,,,,,,,,,,,,,,,,,,,,
1.2477608489990235,1.8817304372787476,7.940371159111653e-06,4.624728850325379,3200,,,,,,,,,,,,,,,,,,,,
1.2675348663330077,2.530352830886841,6.4192272588986925e-06,4.69703543022415,3250,,,,,,,,,,,,,,,,,,,,
1.2812548828125,3.1214802265167236,4.898083358685731e-06,4.769342010122921,3300,,,,,,,,,,,,,,,,,,,,
1.2256771850585937,2.0873730182647705,3.3769394584727714e-06,4.841648590021692,3350,,,,,,,,,,,,,,,,,,,,
1.313560028076172,1.9062931537628174,1.8557955582598113e-06,4.913955169920463,3400,,,,,,,,,,,,,,,,,,,,
1.2558787536621094,1.881197214126587,3.346516580468512e-07,4.986261749819233,3450,,,,,,,,,,,,,,,,,,,,
,,,5.0,3460,0.5341999530792236,0.07411768449861567,0.23780716759147233,80.66429681135652,0.13232104121475055,0.6249948425960309,0.7505253319739901,0.36127068981360866,0.454796668265599,0.5753133630762693,0.9743631480426467,0.7186243858865565,79.805,17.33,2.168,,,,,
,,,5.0,3460,,,,,,,,,,,,,,,,564.7806,97.95,6.126,1547720203173888.0,1.753029431083988
