loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_model_preparation_time,eval_cer,eval_wer,eval_chrf,eval_exact_match,eval_word_accuracy,eval_punct_precision,eval_punct_recall,eval_punct_f1,eval_punct_accuracy,eval_capitalization_accuracy,eval_capitalization_f1,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
11.954014892578124,652.6062622070312,2.832369942196532e-05,0.07230657989877079,50,,,,,,,,,,,,,,,,,,,,,
6.084674682617187,111.94001007080078,5.722543352601156e-05,0.14461315979754158,100,,,,,,,,,,,,,,,,,,,,,
3.2919842529296877,32.89778137207031,8.612716763005781e-05,0.21691973969631237,150,,,,,,,,,,,,,,,,,,,,,
2.091837615966797,18.646255493164062,9.920900517188928e-05,0.28922631959508316,200,,,,,,,,,,,,,,,,,,,,,
1.5606964111328125,6.702226638793945,9.768786127167631e-05,0.3615328994938539,250,,,,,,,,,,,,,,,,,,,,,
1.2739053344726563,4.25234842300415,9.616671737146334e-05,0.43383947939262474,300,,,,,,,,,,,,,,,,,,,,,
1.1869473266601562,2.1058385372161865,9.464557347125039e-05,0.5061460592913956,350,,,,,,,,,,,,,,,,,,,,,
1.1001101684570314,3.016256809234619,9.312442957103742e-05,0.5784526391901663,400,,,,,,,,,,,,,,,,,,,,,
1.0176087951660155,2.111767292022705,9.160328567082446e-05,0.6507592190889371,450,,,,,,,,,,,,,,,,,,,,,
0.9318362426757812,4.611391067504883,9.008214177061151e-05,0.7230657989877078,500,,,,,,,,,,,,,,,,,,,,,
0.957469711303711,2.418184518814087,8.856099787039854e-05,0.7953723788864787,550,,,,,,,,,,,,,,,,,,,,,
0.8686344909667969,1.8579472303390503,8.703985397018559e-05,0.8676789587852495,600,,,,,,,,,,,,,,,,,,,,,
0.8410369110107422,3.2823352813720703,8.551871006997262e-05,0.9399855386840202,650,,,,,,,,,,,,,,,,,,,,,
,,,1.0,692,0.14477208256721497,0.0014,0.120650059009282,0.25580133555926543,79.3065004228181,0.18727404193781635,0.6341080142254569,0.7471538242465222,0.3704561961741702,0.46100271285115485,0.5668402777777778,0.976451569723741,0.7512778684067428,205.7367,6.722,1.682,,,,,
0.8377239990234375,2.525193929672241,8.399756616975966e-05,1.0115690527838033,700,,,,,,,,,,,,,,,,,,,,,
0.7642076873779297,2.2374801635742188,8.247642226954671e-05,1.083875632682574,750,,,,,,,,,,,,,,,,,,,,,
0.7521284484863281,2.187732458114624,8.095527836933374e-05,1.1561822125813448,800,,,,,,,,,,,,,,,,,,,,,
0.746151123046875,2.5350146293640137,7.943413446912077e-05,1.2284887924801158,850,,,,,,,,,,,,,,,,,,,,,
0.7020156097412109,2.3834989070892334,7.791299056890782e-05,1.3007953723788865,900,,,,,,,,,,,,,,,,,,,,,
0.7174241638183594,2.249807834625244,7.639184666869486e-05,1.3731019522776573,950,,,,,,,,,,,,,,,,,,,,,
0.6980650329589844,2.8517799377441406,7.487070276848191e-05,1.445408532176428,1000,,,,,,,,,,,,,,,,,,,,,
0.67533203125,2.46936297416687,7.334955886826894e-05,1.5177151120751988,1050,,,,,,,,,,,,,,,,,,,,,
0.6508607482910156,1.6952290534973145,7.182841496805597e-05,1.5900216919739696,1100,,,,,,,,,,,,,,,,,,,,,
0.6661783599853516,1.4064103364944458,7.030727106784302e-05,1.6623282718727403,1150,,,,,,,,,,,,,,,,,,,,,
0.6596987915039062,2.6110830307006836,6.878612716763007e-05,1.7346348517715113,1200,,,,,,,,,,,,,,,,,,,,,
0.6394129562377929,2.438401937484741,6.72649832674171e-05,1.8069414316702819,1250,,,,,,,,,,,,,,,,,,,,,
0.6411518859863281,1.8949689865112305,6.574383936720414e-05,1.8792480115690529,1300,,,,,,,,,,,,,,,,,,,,,
0.6426821899414062,2.37723708152771,6.422269546699118e-05,1.9515545914678236,1350,,,,,,,,,,,,,,,,,,,,,
,,,2.0,1384,0.1184144839644432,0.0014,0.10990080061242066,0.22913188647746244,81.69369996027787,0.2313810556760665,0.6871550114131563,0.7407301007545506,0.3802133444063977,0.4666770267019574,0.5819956616052061,0.9791417124447566,0.7824213700990952,207.5028,6.665,1.667,,,,,
0.6247182846069336,2.6229796409606934,6.270155156677822e-05,2.0231381055676065,1400,,,,,,,,,,,,,,,,,,,,,
0.5827132415771484,1.72567617893219,6.118040766656527e-05,2.0954446854663775,1450,,,,,,,,,,,,,,,,,,,,,
0.6004690170288086,1.690941333770752,5.9659263766352305e-05,2.167751265365148,1500,,,,,,,,,,,,,,,,,,,,,
0.6165335083007812,2.370090961456299,5.813811986613934e-05,2.240057845263919,1550,,,,,,,,,,,,,,,,,,,,,
0.5469598388671875,2.1367087364196777,5.6616975965926376e-05,2.3123644251626896,1600,,,,,,,,,,,,,,,,,,,,,
0.5576570510864258,2.1960906982421875,5.5095832065713415e-05,2.3846710050614606,1650,,,,,,,,,,,,,,,,,,,,,
0.6050864410400391,1.2053446769714355,5.357468816550046e-05,2.4569775849602316,1700,,,,,,,,,,,,,,,,,,,,,
0.5364284515380859,1.7742120027542114,5.20535442652875e-05,2.529284164859002,1750,,,,,,,,,,,,,,,,,,,,,
0.5633325576782227,2.152766227722168,5.053240036507454e-05,2.601590744757773,1800,,,,,,,,,,,,,,,,,,,,,
0.5565599060058594,1.5061661005020142,4.901125646486158e-05,2.6738973246565436,1850,,,,,,,,,,,,,,,,,,,,,
0.5380289077758789,1.9624015092849731,4.749011256464862e-05,2.7462039045553146,1900,,,,,,,,,,,,,,,,,,,,,
0.5178166580200195,1.8314250707626343,4.5968968664435655e-05,2.8185104844540856,1950,,,,,,,,,,,,,,,,,,,,,
0.5435924911499024,1.9044207334518433,4.4447824764222694e-05,2.890817064352856,2000,,,,,,,,,,,,,,,,,,,,,
0.5163172149658203,1.6404434442520142,4.292668086400974e-05,2.9631236442516267,2050,,,,,,,,,,,,,,,,,,,,,
,,,3.0,2076,0.10969512909650803,0.0014,0.10679085196644446,0.22003338898163605,82.52815092620847,0.257411424439624,0.7084545681270263,0.7398181065348349,0.38801051937679226,0.4721816490805799,0.603802117087924,0.97944731047174,0.7890044576523031,207.9439,6.651,1.664,,,,,
0.538349494934082,1.7383478879928589,4.140553696379678e-05,3.03470715835141,2100,,,,,,,,,,,,,,,,,,,,,
0.5057367324829102,1.5268460512161255,3.988439306358382e-05,3.107013738250181,2150,,,,,,,,,,,,,,,,,,,,,
0.5460204315185547,1.590067982673645,3.8363249163370856e-05,3.1793203181489513,2200,,,,,,,,,,,,,,,,,,,,,
0.5467427444458007,1.8149561882019043,3.6842105263157895e-05,3.2516268980477223,2250,,,,,,,,,,,,,,,,,,,,,
0.5131724166870117,1.545762300491333,3.532096136294494e-05,3.3239334779464933,2300,,,,,,,,,,,,,,,,,,,,,
0.49332263946533206,2.8835690021514893,3.379981746273197e-05,3.396240057845264,2350,,,,,,,,,,,,,,,,,,,,,
0.5089394760131836,1.8492194414138794,3.227867356251902e-05,3.468546637744035,2400,,,,,,,,,,,,,,,,,,,,,
0.49584617614746096,1.3524671792984009,3.075752966230606e-05,3.5408532176428054,2450,,,,,,,,,,,,,,,,,,,,,
0.4979816818237305,2.2485122680664062,2.9236385762093092e-05,3.6131597975415763,2500,,,,,,,,,,,,,,,,,,,,,
0.49803993225097654,1.9052436351776123,2.7715241861880138e-05,3.6854663774403473,2550,,,,,,,,,,,,,,,,,,,,,
0.4781793212890625,1.7800291776657104,2.6194097961667173e-05,3.757772957339118,2600,,,,,,,,,,,,,,,,,,,,,
0.4716046142578125,2.413039445877075,2.4672954061454216e-05,3.8300795372378884,2650,,,,,,,,,,,,,,,,,,,,,
0.46930152893066407,1.934424877166748,2.3151810161241254e-05,3.9023861171366594,2700,,,,,,,,,,,,,,,,,,,,,
0.4976872253417969,2.230428457260132,2.1630666261028297e-05,3.9746926970354304,2750,,,,,,,,,,,,,,,,,,,,,
,,,4.0,2768,0.10608882457017899,0.0014,0.10723740869509744,0.2171118530884808,82.8351551887118,0.26970354302241506,0.7102508722379133,0.7330050548328925,0.3933470857412699,0.4745174394828056,0.6066104990278678,0.9795739231905161,0.7908648762951999,205.688,6.724,1.682,,,,,
0.4720913314819336,2.0504744052886963,2.0109522360815332e-05,4.046276211135213,2800,,,,,,,,,,,,,,,,,,,,,
0.4616128540039062,3.299415349960327,1.8588378460602374e-05,4.118582791033984,2850,,,,,,,,,,,,,,,,,,,,,
0.46933345794677733,1.5853490829467773,1.7067234560389413e-05,4.190889370932755,2900,,,,,,,,,,,,,,,,,,,,,
0.4904755401611328,1.7533535957336426,1.5546090660176455e-05,4.263195950831526,2950,,,,,,,,,,,,,,,,,,,,,
0.4383904647827148,1.6752009391784668,1.4024946759963492e-05,4.335502530730296,3000,,,,,,,,,,,,,,,,,,,,,
0.4783149719238281,1.766418695449829,1.2503802859750533e-05,4.407809110629067,3050,,,,,,,,,,,,,,,,,,,,,
0.43196800231933596,3.0602941513061523,1.0982658959537573e-05,4.480115690527838,3100,,,,,,,,,,,,,,,,,,,,,
0.46140724182128906,2.816981315612793,9.461515059324614e-06,4.552422270426609,3150,,,,,,,,,,,,,,,,,,,,,
0.45528884887695314,1.4585151672363281,7.940371159111653e-06,4.624728850325379,3200,,,,,,,,,,,,,,,,,,,,,
0.47505157470703124,2.0547993183135986,6.4192272588986925e-06,4.69703543022415,3250,,,,,,,,,,,,,,,,,,,,,
0.48587799072265625,1.3961572647094727,4.898083358685731e-06,4.769342010122921,3300,,,,,,,,,,,,,,,,,,,,,
0.43968170166015624,1.82820725440979,3.3769394584727714e-06,4.841648590021692,3350,,,,,,,,,,,,,,,,,,,,,
0.4848979949951172,1.5715759992599487,1.8557955582598113e-06,4.913955169920463,3400,,,,,,,,,,,,,,,,,,,,,
0.470989875793457,1.4359779357910156,3.346516580468512e-07,4.986261749819233,3450,,,,,,,,,,,,,,,,,,,,,
,,,5.0,3460,0.10527514666318893,0.0014,0.10644796019265733,0.21489983305509183,83.0724614644321,0.2769342010122921,0.7169207760375556,0.7294112603008295,0.39688112793291314,0.4760098694402319,0.614936326354414,0.9798277144273674,0.7939221272554606,213.7313,6.471,1.619,,,,,
,,,5.0,3460,,,,,,,,,,,,,,,,,1598.1766,34.614,2.165,1.796564554128384e+16,0.9323763141742332
