epoch,train_loss,eval_loss,gradient_norm,teacher_forcing_ratio,eval_cer,eval_wer,eval_chrf,eval_exact_match,eval_word_accuracy,eval_punct_precision,eval_punct_recall,eval_punct_f1,eval_punct_accuracy,eval_capitalization_accuracy,eval_capitalization_f1,eval_num_examples
12,0.26000143528060043,0.16638925103093846,0.41707414814989524,0.5,0.13633334639959233,0.2593733316906903,79.71430962621406,0.23210412147505424,0.6419178305970759,0.688038106921566,0.36860040852222276,0.4537134926242919,0.5797500529548825,0.9779346060113728,0.7685589519650655,1383
13,0.2512800305898605,0.16795462776901404,0.3962652660513598,0.5,0.1410450393947709,0.26269968379122005,79.8030082313828,0.227765726681128,0.6429123135086792,0.5624042008810457,0.38608561668068847,0.4461684082045398,0.5833852544132918,0.9783458798565149,0.7729151213309314,1383
14,0.2404701639685998,0.16877435244662914,0.4070575662403898,0.5,0.14631335502332327,0.2663134984189561,79.45643335693823,0.2299349240780911,0.6358715558992308,0.6392468795529723,0.386799915525067,0.45839710156934504,0.5745162618361466,0.9769939425809258,0.7607529708697024,1383
15,0.230250952929657,0.16830572171535105,0.395572914638305,0.5,0.1453020265767708,0.26614923411769537,79.45806843260746,0.24511930585683298,0.6353348259719113,0.6236404438803701,0.37086791390068746,0.4454560725167121,0.5811375993308239,0.9773144067195558,0.7662595260465602,1383
16,0.2204081582111547,0.15815623680592616,0.39410502445530937,0.5,0.13733683509074518,0.25387047759845593,80.29610496515339,0.25090383224873464,0.6461852305181559,0.5596914350908434,0.3729396945590921,0.4267319300200359,0.5526156332054131,0.9780107155903722,0.7715821650679878,1383
17,0.20657880921980779,0.1593859683011653,0.3653415842137813,0.5,0.1398063580416291,0.25489712948133547,80.25134076972475,0.24873463485177152,0.6460943856794141,0.6829970797359254,0.37377941322011016,0.44605777107823946,0.5668857324570702,0.9777644961303132,0.7679458716566233,1383
18,0.20648649464605817,0.16396201181230863,0.3808844321556766,0.5,0.13816000940770648,0.25313128824278264,80.17155602170926,0.24222704266088213,0.6549838834713778,0.5566475851891263,0.37587663481454303,0.4433737704392755,0.5757383966244726,0.9788871850595607,0.78011634056055,1383
19,0.19973643963169294,0.15713873602492962,0.3734696270745605,0.5,0.1365215005291835,0.25033879512135027,80.71533806722483,0.24945770065075923,0.6540060314614068,0.6134120760789132,0.38458691013909013,0.45269381755128674,0.5857023411371237,0.9783227191268339,0.7762566621381545,1383
20,0.18875697219713347,0.15993050130547126,0.36547738788094636,0.5,0.14131943083375798,0.2555952527616936,80.37722789577319,0.2530730296456978,0.6535679453836151,0.542578750380428,0.3943697135952527,0.4502787207736407,0.5746861924686193,0.9789370337756454,0.7813845992226074,1383
21,0.19466015776122342,0.16217827511617558,0.39966096046982713,0.5,0.14521578926737486,0.26417806250256665,79.92442105498023,0.25524222704266086,0.6544832919532745,0.5126725280552594,0.39805464729116097,0.43255607129684037,0.575182770203517,0.975584153419127,0.7560262228946041,1383
22,0.17642615216468352,0.1571897875754475,0.35261890672527524,0.5,0.1396338834228372,0.2497638700669377,80.81102487682527,0.25524222704266086,0.6625274814754499,0.603026276477438,0.4051930591126532,0.4601867307939785,0.5815831987075929,0.9795809030901574,0.7876813117511037,1383
23,0.17642007779871435,0.1572623566826644,0.3964300188419827,0.5,0.1347340362980675,0.2501745308200895,80.64967409055907,0.26102675343456255,0.6600530720555216,0.6183964493092823,0.3915558666765171,0.45969995546572145,0.5902083333333333,0.9788462318899396,0.7822909052939334,1383
24,0.1696779039228471,0.16242575086653233,0.3512508967757649,0.5,0.13548665281643213,0.24668391441829904,80.76413113209017,0.25162689804772237,0.6638978681615451,0.5687237248116005,0.393414932594559,0.45894659363607326,0.5922755741127349,0.9787896042624151,0.7788379983036472,1383
25,0.16689885877320626,0.1579309709133268,0.36802405106585545,0.5,0.13413037513229586,0.24668391441829904,80.74077795514344,0.2545191612436732,0.674617112517868,0.5504306732821588,0.4008679027135078,0.4594669397684086,0.5879533138807836,0.9795789815906043,0.7871213725905528,1383
26,0.16888812793498229,0.15984410807662616,0.3662558460362629,0.5,0.1353533769746384,0.2504209272719806,80.46784360577458,0.25234996384671005,0.6617232503983331,0.5783009605941719,0.40177900158446783,0.4623035490520439,0.5689724110355857,0.9791235124487226,0.7836700336700336,1383
