loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
0.1422,1.6148276329040527,6.866125760649088e-05,2.0231381055676065,1400,,,,,,,,,
0.1197,0.8878464102745056,6.663286004056796e-05,2.052060737527115,1420,,,,,,,,,
0.1133,0.8101527690887451,6.460446247464504e-05,2.0809833694866233,1440,,,,,,,,,
0.118,0.7723354697227478,6.25760649087221e-05,2.1099060014461317,1460,,,,,,,,,
0.1261,0.9078009724617004,6.05476673427992e-05,2.13882863340564,1480,,,,,,,,,
0.1162,0.7639722228050232,5.8519269776876274e-05,2.167751265365148,1500,,,,,,,,,
0.1304,0.9138120412826538,5.649087221095335e-05,2.1966738973246565,1520,,,,,,,,,
0.1254,1.0691657066345215,5.446247464503043e-05,2.225596529284165,1540,,,,,,,,,
0.1225,0.9164630174636841,5.2434077079107514e-05,2.2545191612436732,1560,,,,,,,,,
0.1127,0.8321840167045593,5.040567951318459e-05,2.2834417932031816,1580,,,,,,,,,
0.0953,0.8695387840270996,4.837728194726167e-05,2.3123644251626896,1600,,,,,,,,,
0.1125,0.8706290125846863,4.634888438133874e-05,2.341287057122198,1620,,,,,,,,,
0.1062,0.5728456974029541,4.432048681541582e-05,2.3702096890817064,1640,,,,,,,,,
0.107,0.9923113584518433,4.22920892494929e-05,2.3991323210412148,1660,,,,,,,,,
0.1184,0.7540975213050842,4.026369168356998e-05,2.428054953000723,1680,,,,,,,,,
0.1191,0.883836567401886,3.8235294117647055e-05,2.4569775849602316,1700,,,,,,,,,
0.1069,1.3248976469039917,3.620689655172414e-05,2.4859002169197395,1720,,,,,,,,,
0.1043,0.9575091600418091,3.4178498985801216e-05,2.514822848879248,1740,,,,,,,,,
0.0875,0.7124070525169373,3.2150101419878296e-05,2.5437454808387563,1760,,,,,,,,,
0.1143,1.0559310913085938,3.0121703853955373e-05,2.5726681127982647,1780,,,,,,,,,
0.11,1.3763930797576904,2.8093306288032457e-05,2.601590744757773,1800,,,,,,,,,
0.113,1.4453308582305908,2.6064908722109533e-05,2.630513376717281,1820,,,,,,,,,
0.1042,1.0426665544509888,2.4036511156186614e-05,2.6594360086767894,1840,,,,,,,,,
0.1092,0.8991667628288269,2.2008113590263694e-05,2.688358640636298,1860,,,,,,,,,
0.1047,0.8244779109954834,1.997971602434077e-05,2.717281272595806,1880,,,,,,,,,
0.1178,0.9424018859863281,1.795131845841785e-05,2.7462039045553146,1900,,,,,,,,,
0.0961,1.0195730924606323,1.592292089249493e-05,2.775126536514823,1920,,,,,,,,,
0.0999,1.009735107421875,1.389452332657201e-05,2.8040491684743314,1940,,,,,,,,,
0.0952,0.8245443105697632,1.1866125760649088e-05,2.8329718004338393,1960,,,,,,,,,
0.1114,1.1763898134231567,9.837728194726167e-06,2.8618944323933477,1980,,,,,,,,,
0.1135,0.7281751036643982,7.809330628803247e-06,2.890817064352856,2000,,,,,,,,,
0.0982,0.7112312912940979,5.780933062880325e-06,2.9197396963123645,2020,,,,,,,,,
0.1006,0.5327942371368408,3.752535496957404e-06,2.9486623282718725,2040,,,,,,,,,
0.1037,0.706725001335144,1.724137931034483e-06,2.977584960231381,2060,,,,,,,,,
,,,3.0,2076,0.24190831184387207,70.6198,19.584,9.799,,,,,
,,,3.0,2076,,,,,7401.4013,4.485,0.28,4.519702931939328e+16,0.26968593680100633
